,movieId,title,tag,genresList,year,soup
649,1913,Picnic at Hanging Rock (1975),Australia,drama mystery,1975,australia drama mystery
650,1917,Armageddon (1998),space,action romance sci-fi thriller,1998,space action romance sci-fi thriller
651,1931,Mutiny on the Bounty (1935),ships,adventure drama,1935,ships adventure drama
652,1938,"Lost Weekend, The (1945)",alcoholism,drama,1945,alcoholism drama
653,1940,Gentleman's Agreement (1947),anti-Semitism Judaism,drama,1947,anti-semitism judaism drama
654,1942,All the King's Men (1949),Huey Long In Netflix queue Robert Penn Warren,drama,1949,huey long in netflix queue robert penn warren drama
655,1945,On the Waterfront (1954),boxing coulda been a contender,crime drama,1954,boxing coulda been a contender crime drama
656,1947,West Side Story (1961),Gangs,drama musical romance,1961,gangs drama musical romance
657,1950,In the Heat of the Night (1967),racism,drama mystery,1967,racism drama mystery
658,1951,Oliver! (1968),Dickens,drama musical,1968,dickens drama musical
659,1952,Midnight Cowboy (1969),prostitution,drama,1969,prostitution drama
660,1953,"French Connection, The (1971)",drugs police,action crime thriller,1971,drugs police action crime thriller
661,1954,Rocky (1976),boxing sports,drama,1976,boxing sports drama
662,1955,Kramer vs. Kramer (1979),divorce,drama,1979,divorce drama
663,1957,Chariots of Fire (1981),Olympics sports,drama,1981,olympics sports drama
664,1959,Out of Africa (1985),adultery Africa,drama romance,1985,adultery africa drama romance
665,1960,"Last Emperor, The (1987)",China,drama,1987,china drama
666,1961,Rain Man (1988),autism,drama,1988,autism drama
667,1962,Driving Miss Daisy (1989),rasicm,drama,1989,rasicm drama
668,1975,Friday the 13th Part 2 (1981),Jason,horror,1981,jason horror
669,1976,Friday the 13th Part 3: 3D (1982),Jason,horror,1982,jason horror
670,1977,Friday the 13th Part IV: The Final Chapter (1984),Jason,horror,1984,jason horror
671,1978,Friday the 13th Part V: A New Beginning (1985),Jason,horror,1985,jason horror
672,1979,Friday the 13th Part VI: Jason Lives (1986),Jason,horror,1986,jason horror
673,1983,Halloween II (1981),halloween,horror,1981,halloween horror
674,1984,Halloween III: Season of the Witch (1982),halloween,horror,1982,halloween horror
675,1994,Poltergeist (1982),ghosts,horror thriller,1982,ghosts horror thriller
676,1995,Poltergeist II: The Other Side (1986),ghosts,horror thriller,1986,ghosts horror thriller
677,1996,Poltergeist III (1988),ghosts,horror thriller,1988,ghosts horror thriller
678,1997,"Exorcist, The (1973)",demons,horror mystery,1973,demons horror mystery
679,2006,"Mask of Zorro, The (1998)",California Mexico,action comedy romance,1998,california mexico action comedy romance
680,2011,Back to the Future Part II (1989),time travel,adventure comedy sci-fi,1989,time travel adventure comedy sci-fi
681,2019,Seven Samurai (Shichinin no samurai) (1954),samurai,action adventure drama,1954,samurai action adventure drama
682,2020,Dangerous Liaisons (1988),adultery,drama romance,1988,adultery drama romance
683,2022,"Last Temptation of Christ, The (1988)",Bible Katzanzakis,drama,1988,bible katzanzakis drama
684,2028,Saving Private Ryan (1998),World War II,action drama war,1998,world war ii action drama war
685,2054,"Honey, I Shrunk the Kids (1989)",Disney,adventure children comedy fantasy sci-fi,1989,disney adventure children comedy fantasy sci-fi
686,2058,"Negotiator, The (1998)",police,action crime drama mystery thriller,1998,police action crime drama mystery thriller
687,2059,"Parent Trap, The (1998)",twins,children comedy romance,1998,twins children comedy romance
688,2064,Roger & Me (1989),General Motors Michigan,documentary,1989,general motors michigan documentary
689,2065,"Purple Rose of Cairo, The (1985)",In Netflix queue,comedy drama fantasy romance,1985,in netflix queue comedy drama fantasy romance
690,2066,Out of the Past (1947),memory,film-noir,1947,memory film-noir
691,2070,Tender Mercies (1983),music,drama romance western,1983,music drama romance western
692,2071,And the Band Played On (1993),AIDs In Netflix queue,drama,1993,aids in netflix queue drama
693,2076,Blue Velvet (1986),sexuality suburbia,drama mystery thriller,1986,sexuality suburbia drama mystery thriller
694,2078,"Jungle Book, The (1967)",Disney,animation children comedy musical,1967,disney animation children comedy musical
695,2080,Lady and the Tramp (1955),Disney,animation children comedy romance,1955,disney animation children comedy romance
696,2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Disney,adventure animation children,1961,disney adventure animation children
697,2097,Something Wicked This Way Comes (1983),carnival Ray Bradbury,children drama fantasy mystery thriller,1983,carnival ray bradbury children drama fantasy mystery thriller
698,2100,Splash (1984),mermaid,comedy fantasy romance,1984,mermaid comedy fantasy romance
699,2108,L.A. Story (1991),weather forecaster,comedy romance,1991,weather forecaster comedy romance
700,2114,"Outsiders, The (1983)",S.E. Hinton,drama,1983,s.e. hinton drama
701,2115,Indiana Jones and the Temple of Doom (1984),archaeology,action adventure fantasy,1984,archaeology action adventure fantasy
702,2116,"Lord of the Rings, The (1978)",Tolkein classic,adventure animation children fantasy,1978,tolkein classic adventure animation children fantasy
703,2118,"Dead Zone, The (1983)",Stephen King,thriller,1983,stephen king thriller
704,2121,Cujo (1983),Stephen King,horror thriller,1983,stephen king horror thriller
705,2122,Children of the Corn (1984),Stephen King,horror thriller,1984,stephen king horror thriller
706,2139,"Secret of NIMH, The (1982)",mice,adventure animation children drama,1982,mice adventure animation children drama
707,2145,Pretty in Pink (1986),1980s high school,comedy drama romance,1986,1980s high school comedy drama romance
708,2167,Blade (1998),vampires,action horror thriller,1998,vampires action horror thriller
709,2171,Next Stop Wonderland (1998),aquarium Boston personals ads,comedy drama romance,1998,aquarium boston personals ads comedy drama romance
710,2186,Strangers on a Train (1951),murder,crime drama film-noir thriller,1951,murder crime drama film-noir thriller
711,2187,Stage Fright (1950),theater,mystery romance thriller,1950,theater mystery romance thriller
712,2194,"Untouchables, The (1987)",Capone gangsters,action crime drama,1987,capone gangsters action crime drama
713,2202,Lifeboat (1944),survival,drama war,1944,survival drama war
714,2203,Shadow of a Doubt (1943),small towns,crime drama thriller,1943,small towns crime drama thriller
715,2206,Suspicion (1941),paranoia,film-noir mystery thriller,1941,paranoia film-noir mystery thriller
716,2208,"Lady Vanishes, The (1938)",train,drama mystery thriller,1938,train drama mystery thriller
717,2243,Broadcast News (1987),journalism,comedy drama romance,1987,journalism comedy drama romance
718,2247,Married to the Mob (1988),Mafia,comedy,1988,mafia comedy
719,2248,Say Anything... (1989),In Your Eyes Lloyd Dobbler,comedy drama romance,1989,in your eyes lloyd dobbler comedy drama romance
720,2249,My Blue Heaven (1990),Mafia,comedy,1990,mafia comedy
721,2268,"Few Good Men, A (1992)",court military,crime drama thriller,1992,court military crime drama thriller
722,2291,Edward Scissorhands (1990),freaks,drama fantasy romance,1990,freaks drama fantasy romance
723,2295,"Impostors, The (1998)",Screwball,comedy,1998,screwball comedy
724,2300,"Producers, The (1968)",Broadway,comedy,1968,broadway comedy
725,2302,My Cousin Vinny (1992),court,comedy,1992,court comedy
726,2310,"Mighty, The (1998)",adolescence,drama,1998,adolescence drama
727,2312,Children of a Lesser God (1986),death penalty,drama,1986,death penalty drama
728,2313,"Elephant Man, The (1980)",freaks,drama,1980,freaks drama
729,2324,Life Is Beautiful (La Vita è bella) (1997),Holocaust bittersweet emotional Heartwarming poignant sentimental tear jerker tearjerking,comedy drama romance war,1997,holocaust bittersweet emotional heartwarming poignant sentimental tear jerker tearjerking comedy drama romance war
730,2334,"Siege, The (1998)",terrorism,action thriller,1998,terrorism action thriller
731,2335,"Waterboy, The (1998)",football,comedy,1998,football comedy
732,2336,Elizabeth (1998),England,drama,1998,england drama
733,2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",In Netflix queue,drama,1957,in netflix queue drama
734,2355,"Bug's Life, A (1998)",Pixar,adventure animation children comedy,1998,pixar adventure animation children comedy
735,2357,Central Station (Central do Brasil) (1998),South America,drama,1998,south america drama
736,2360,"Celebration, The (Festen) (1998)",In Netflix queue,drama,1998,in netflix queue drama
737,2390,Little Voice (1998),In Netflix queue,comedy,1998,in netflix queue comedy
738,2391,"Simple Plan, A (1998)",heist,crime drama thriller,1998,heist crime drama thriller
739,2394,"Prince of Egypt, The (1998)",Bible Moses,animation musical,1998,bible moses animation musical
740,2396,Shakespeare in Love (1998),England,comedy drama romance,1998,england comedy drama romance
741,2410,Rocky III (1982),boxing,action drama,1982,boxing action drama
742,2411,Rocky IV (1985),boxing,action drama,1985,boxing action drama
743,2412,Rocky V (1990),boxing,action drama,1990,boxing action drama
744,2420,"Karate Kid, The (1984)",martial arts,drama,1984,martial arts drama
745,2421,"Karate Kid, Part II, The (1986)",martial arts,action adventure drama,1986,martial arts action adventure drama
746,2422,"Karate Kid, Part III, The (1989)",martial arts,action adventure children drama,1989,martial arts action adventure children drama
747,2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),christmas,comedy,1989,christmas comedy
748,2424,You've Got Mail (1998),e-mail remake,comedy romance,1998,e-mail remake comedy romance
749,2431,Patch Adams (1998),doctors bad,comedy drama,1998,doctors bad comedy drama
750,2442,Hilary and Jackie (1998),In Netflix queue,drama,1998,in netflix queue drama
751,2463,Ruthless People (1986),kidnapping,comedy,1986,kidnapping comedy
752,2467,"Name of the Rose, The (Name der Rose, Der) (1986)",religion,crime drama mystery thriller,1986,religion crime drama mystery thriller
753,2470,Crocodile Dundee (1986),Australia,adventure comedy,1986,australia adventure comedy
754,2471,Crocodile Dundee II (1988),Australia,action adventure comedy,1988,australia action adventure comedy
755,2491,Simply Irresistible (1999),food,comedy romance,1999,food comedy romance
756,2494,"Last Days, The (1998)",Holocaust Hungary,documentary,1998,holocaust hungary documentary
757,2502,Office Space (1999),stapler workplace,comedy crime,1999,stapler workplace comedy crime
758,2506,"Other Sister, The (1999)",disability,comedy drama romance,1999,disability comedy drama romance
759,2517,Christine (1983),Stephen King,horror,1983,stephen king horror
760,2529,Planet of the Apes (1968),twist ending,action drama sci-fi,1968,twist ending action drama sci-fi
761,2550,"Haunting, The (1963)",ghosts,horror thriller,1963,ghosts horror thriller
762,2553,Village of the Damned (1960),evil children,horror sci-fi thriller,1960,evil children horror sci-fi thriller
763,2554,Children of the Damned (1963),evil children,horror sci-fi thriller,1963,evil children horror sci-fi thriller
764,2565,"King and I, The (1956)",Siam,drama musical romance,1956,siam drama musical romance
765,2572,10 Things I Hate About You (1999),Shakespeare sort of,comedy romance,1999,shakespeare sort of comedy romance
766,2581,Never Been Kissed (1999),high school,comedy romance,1999,high school comedy romance
767,2583,Cookie's Fortune (1999),southern US,comedy drama,1999,southern us comedy drama
768,2598,Pushing Tin (1999),golfing,comedy,1999,golfing comedy
769,2600,eXistenZ (1999),virtual reality,action sci-fi thriller,1999,virtual reality action sci-fi thriller
770,2612,Mildred Pierce (1945),motherhood,drama film-noir,1945,motherhood drama film-noir
771,2628,Star Wars: Episode I - The Phantom Menace (1999),prequel the Force,action adventure sci-fi,1999,prequel the force action adventure sci-fi
772,2640,Superman (1978),superhero,action adventure sci-fi,1978,superhero action adventure sci-fi
773,2641,Superman II (1980),superhero,action sci-fi,1980,superhero action sci-fi
774,2642,Superman III (1983),superhero,action adventure sci-fi,1983,superhero action adventure sci-fi
775,2648,Frankenstein (1931),In Netflix queue,drama horror sci-fi,1931,in netflix queue drama horror sci-fi
776,2660,"Thing from Another World, The (1951)",aliens,horror sci-fi,1951,aliens horror sci-fi
777,2664,Invasion of the Body Snatchers (1956),1950s,horror sci-fi thriller,1956,1950s horror sci-fi thriller
778,2677,Buena Vista Social Club (1999),In Netflix queue,documentary musical,1999,in netflix queue documentary musical
779,2692,Run Lola Run (Lola rennt) (1998),alternate endings,action crime,1998,alternate endings action crime
780,2693,Trekkies (1997),Star Trek,documentary,1997,star trek documentary
781,2699,Arachnophobia (1990),spiders,comedy horror,1990,spiders comedy horror
782,2710,"Blair Witch Project, The (1999)",claims to be true video,drama horror thriller,1999,claims to be true video drama horror thriller
783,2712,Eyes Wide Shut (1999),sexuality,drama mystery thriller,1999,sexuality drama mystery thriller
784,2716,Ghostbusters (a.k.a. Ghost Busters) (1984),ghosts,action comedy sci-fi,1984,ghosts action comedy sci-fi
785,2717,Ghostbusters II (1989),Ghosts,comedy fantasy sci-fi,1989,ghosts comedy fantasy sci-fi
786,2719,"Haunting, The (1999)",remake,horror thriller,1999,remake horror thriller
787,2723,Mystery Men (1999),superhero,action comedy fantasy,1999,superhero action comedy fantasy
788,2726,"Killing, The (1956)",heist,crime film-noir,1956,heist crime film-noir
789,2728,Spartacus (1960),crucifixion Rome slavery,action drama romance war,1960,crucifixion rome slavery action drama romance war
790,2745,"Mission, The (1986)",Missionary Priest,drama,1986,missionary priest drama
791,2750,Radio Days (1987),nostalgia radio,comedy drama,1987,nostalgia radio comedy drama
792,2761,"Iron Giant, The (1999)",robots animation,adventure animation children drama sci-fi,1999,robots animation adventure animation children drama sci-fi
793,2787,Cat's Eye (1985),Stephen King,horror,1985,stephen king horror
794,2791,Airplane! (1980),aviation spoof,comedy,1980,aviation spoof comedy
795,2797,Big (1988),children,comedy drama fantasy romance,1988,children comedy drama fantasy romance
796,2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),gambling,drama romance,1997,gambling drama romance
797,2803,"Pelican Brief, The (1993)",lawyers,crime drama mystery romance thriller,1993,lawyers crime drama mystery romance thriller
798,2804,"Christmas Story, A (1983)",Christmas,children comedy,1983,christmas children comedy
799,2827,"Astronaut's Wife, The (1999)",aliens,horror sci-fi thriller,1999,aliens horror sci-fi thriller
800,2863,"Hard Day's Night, A (1964)",Beatles,adventure comedy musical,1964,beatles adventure comedy musical
801,2871,Deliverance (1972),river,adventure drama thriller,1972,river adventure drama thriller
802,2872,Excalibur (1981),England King Arthur,adventure fantasy,1981,england king arthur adventure fantasy
803,2905,Sanjuro (Tsubaki Sanjûrô) (1962),In Netflix queue,action adventure drama,1962,in netflix queue action adventure drama
804,2915,Risky Business (1983),prostitution,comedy,1983,prostitution comedy
805,2918,Ferris Bueller's Day Off (1986),High School,comedy,1986,high school comedy
806,2919,"Year of Living Dangerously, The (1982)",Academy award (Best Supporting Actress) Indonesia journalism,drama romance war,1982,academy award (best supporting actress) indonesia journalism drama romance war
807,2927,Brief Encounter (1946),adultery,drama romance,1946,adultery drama romance
808,2935,"Lady Eve, The (1941)",gambling,comedy romance,1941,gambling comedy romance
809,2937,"Palm Beach Story, The (1942)",screwball,comedy,1942,screwball comedy
810,2939,Niagara (1953),In Netflix queue,drama thriller,1953,in netflix queue drama thriller
811,2940,Gilda (1946),nightclub,drama film-noir mystery romance,1946,nightclub drama film-noir mystery romance
812,2941,South Pacific (1958),island,musical romance war,1958,island musical romance war
813,2943,Indochine (1992),Vietnam,drama romance,1992,vietnam drama romance
814,2952,Sydney (Hard Eight) (1996),gambling,crime drama thriller,1996,gambling crime drama thriller
815,2966,"Straight Story, The (1999)",brothers lawn mower,adventure drama,1999,brothers lawn mower adventure drama
816,2967,"Bad Seed, The (1956)",evil children,drama thriller,1956,evil children drama thriller
817,2968,Time Bandits (1981),time travel,adventure comedy fantasy sci-fi,1981,time travel adventure comedy fantasy sci-fi
818,2987,Who Framed Roger Rabbit? (1988),live action/animation,adventure animation children comedy crime fantasy mystery,1988,live action/animation adventure animation children comedy crime fantasy mystery
819,3000,Princess Mononoke (Mononoke-hime) (1997),anime adventure atmospheric fantasy world Studio Ghibli surreal,action adventure animation drama fantasy,1997,anime adventure atmospheric fantasy world studio ghibli surreal action adventure animation drama fantasy
820,3006,"Insider, The (1999)",tobacco true story,drama thriller,1999,tobacco true story drama thriller
821,3007,American Movie (1999),In Netflix queue,documentary,1999,in netflix queue documentary
822,3011,"They Shoot Horses, Don't They? (1969)",dance marathon,drama,1969,dance marathon drama
823,3028,"Taming of the Shrew, The (1967)",Shakespeare,comedy,1967,shakespeare comedy
824,3030,Yojimbo (1961),samurai,action adventure,1961,samurai action adventure
825,3039,Trading Places (1983),class Dan Aykroyd,comedy,1983,class dan aykroyd comedy
826,3040,Meatballs (1979),camp,comedy,1979,camp comedy
827,3044,Dead Again (1991),memory music,mystery romance thriller,1991,memory music mystery romance thriller
828,3060,"Commitments, The (1991)",In Netflix queue,comedy drama musical,1991,in netflix queue comedy drama musical
829,3071,Stand and Deliver (1988),high school,comedy drama,1988,high school comedy drama
830,3072,Moonstruck (1987),New York,comedy romance,1987,new york comedy romance
831,3077,42 Up (1998),In Netflix queue Up series,documentary,1998,in netflix queue up series documentary
832,3081,Sleepy Hollow (1999),Ichabod Crane,fantasy horror mystery romance,1999,ichabod crane fantasy horror mystery romance
833,3087,Scrooged (1988),christmas new york,comedy fantasy romance,1988,christmas new york comedy fantasy romance
834,3095,"Grapes of Wrath, The (1940)",depression dust bowl,drama,1940,depression dust bowl drama
835,3097,"Shop Around the Corner, The (1940)",remade,comedy drama romance,1940,remade comedy drama romance
836,3098,"Natural, The (1984)",baseball sports,drama,1984,baseball sports drama
837,3101,Fatal Attraction (1987),adultery,drama thriller,1987,adultery drama thriller
838,3108,"Fisher King, The (1991)",homeless,comedy drama fantasy romance,1991,homeless comedy drama fantasy romance
839,3111,Places in the Heart (1984),racism,drama,1984,racism drama
840,3115,Flawless (1999),men in drag,drama,1999,men in drag drama
841,3125,"End of the Affair, The (1999)",Graham Greene,drama,1999,graham greene drama
842,3135,"Great Santini, The (1979)",fatherhood,drama,1979,fatherhood drama
843,3147,"Green Mile, The (1999)",Stephen King,crime drama,1999,stephen king crime drama
844,3152,"Last Picture Show, The (1971)",black-and-white,drama,1971,black-and-white drama
845,3160,Magnolia (1999),L.A.,drama,1999,l.a. drama
846,3174,Man on the Moon (1999),Andy Kaufman,comedy drama,1999,andy kaufman comedy drama
847,3175,Galaxy Quest (1999),spoof,adventure comedy sci-fi,1999,spoof adventure comedy sci-fi
848,3178,"Hurricane, The (1999)",boxing,drama,1999,boxing drama
849,3181,Titus (1999),Shakespeare,drama,1999,shakespeare drama
850,3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",In Netflix queue,drama,1998,in netflix queue drama
851,3210,Fast Times at Ridgemont High (1982),high school,comedy drama romance,1982,high school comedy drama romance
852,3211,"Cry in the Dark, A (1988)",a dingo ate my baby Australia,drama,1988,a dingo ate my baby australia drama
853,3247,Sister Act (1992),nuns,comedy crime,1992,nuns comedy crime
854,3250,Alive (1993),In Netflix queue,drama,1993,in netflix queue drama
855,3258,Death Becomes Her (1992),plastic surgery,comedy fantasy,1992,plastic surgery comedy fantasy
856,3259,Far and Away (1992),Ireland,adventure drama romance,1992,ireland adventure drama romance
857,3260,Howards End (1992),E.M. Forster,drama,1992,e.m. forster drama
858,3263,White Men Can't Jump (1992),basketball,comedy drama,1992,basketball comedy drama
859,3270,"Cutting Edge, The (1992)",figure skating,comedy drama romance,1992,figure skating comedy drama romance
860,3273,Scream 3 (2000),slasher spoof,comedy horror mystery thriller,2000,slasher spoof comedy horror mystery thriller
861,3281,"Brandon Teena Story, The (1998)",sexuality,documentary,1998,sexuality documentary
862,3306,"Circus, The (1928)",big top circus,comedy,1928,big top circus comedy
863,3307,City Lights (1931),blind,comedy drama romance,1931,blind comedy drama romance
864,3310,"Kid, The (1921)",orphans,comedy drama,1921,orphans comedy drama
865,3317,Wonder Boys (2000),writing,comedy drama,2000,writing comedy drama
866,3330,Splendor in the Grass (1961),adolescence sexuality,drama romance,1961,adolescence sexuality drama romance
867,3338,For All Mankind (1989),In Netflix queue,documentary,1989,in netflix queue documentary
868,3341,Born Yesterday (1950),remade,comedy,1950,remade comedy
869,3360,Hoosiers (a.k.a. Best Shot) (1986),basketball,drama romance,1986,basketball drama romance
870,3384,"Taking of Pelham One Two Three, The (1974)",subway,action crime,1974,subway action crime
871,3385,Volunteers (1985),Peace Corp,comedy,1985,peace corp comedy
872,3386,JFK (1991),politics president,drama mystery thriller,1991,politics president drama mystery thriller
873,3408,Erin Brockovich (2000),scandal true story,drama,2000,scandal true story drama
874,3420,...And Justice for All (1979),lawyers,drama thriller,1979,lawyers drama thriller
875,3421,Animal House (1978),college TOGA,comedy,1978,college toga comedy
876,3424,Do the Right Thing (1989),racism great cinematography,drama,1989,racism great cinematography drama
877,3429,Creature Comforts (1989),aardman,animation comedy,1989,aardman animation comedy
878,3435,Double Indemnity (1944),Insurance,crime drama film-noir,1944,insurance crime drama film-noir
879,3447,"Good Earth, The (1937)",Pearl S Buck,drama,1937,pearl s buck drama
880,3451,Guess Who's Coming to Dinner (1967),Hepburn and Tracy interracial marriage prejudice racism,drama,1967,hepburn and tracy interracial marriage prejudice racism drama
881,3456,"Color of Paradise, The (Rang-e khoda) (1999)",In Netflix queue,drama,1999,in netflix queue drama
882,3461,Lord of the Flies (1963),island,adventure drama thriller,1963,island adventure drama thriller
883,3462,Modern Times (1936),factory,comedy drama romance,1936,factory comedy drama romance
884,3468,"Hustler, The (1961)",pool,drama,1961,pool drama
885,3469,Inherit the Wind (1960),court evolution religion,drama,1960,court evolution religion drama
886,3475,"Place in the Sun, A (1951)",class,drama romance,1951,class drama romance
887,3489,Hook (1991),Peter Pan,adventure comedy fantasy,1991,peter pan adventure comedy fantasy
888,3498,Midnight Express (1978),In Netflix queue,drama,1978,in netflix queue drama
889,3502,My Life (1993),death,drama,1993,death drama
890,3504,Network (1976),journalism,comedy drama,1976,journalism comedy drama
891,3507,"Odd Couple, The (1968)",In Netflix queue,comedy,1968,in netflix queue comedy
892,3512,Return to Me (2000),transplants,drama romance,2000,transplants drama romance
893,3515,Me Myself I (2000),alternate endings,comedy romance,2000,alternate endings comedy romance
894,3526,Parenthood (1989),families,comedy drama,1989,families comedy drama
895,3528,"Prince of Tides, The (1991)",psychiatrist,drama romance,1991,psychiatrist drama romance
896,3536,Keeping the Faith (2000),priest rabbi,comedy drama romance,2000,priest rabbi comedy drama romance
897,3546,What Ever Happened to Baby Jane? (1962),show business,drama horror thriller,1962,show business drama horror thriller
898,3548,Auntie Mame (1958),1920s,comedy drama,1958,1920s comedy drama
899,3549,Guys and Dolls (1955),Gambling,comedy musical romance,1955,gambling comedy musical romance
900,3552,Caddyshack (1980),golf,comedy,1980,golf comedy
901,3559,Limelight (1952),In Netflix queue,comedy drama romance,1952,in netflix queue comedy drama romance
902,3566,"Big Kahuna, The (2000)",business religion,comedy drama,2000,business religion comedy drama
903,3608,Pee-wee's Big Adventure (1985),Pee Wee Herman,adventure comedy,1985,pee wee herman adventure comedy
904,3629,"Gold Rush, The (1925)",mining,adventure comedy romance,1925,mining adventure comedy romance
905,3675,White Christmas (1954),Christmas,comedy musical romance,1954,christmas comedy musical romance
906,3676,Eraserhead (1977),In Netflix queue art house Atmospheric creepy cryptic dark disturbing dreamlike enigmatic fucked up gruesome hallucinatory Insane paranoid strange surreal weird,drama horror,1977,in netflix queue art house atmospheric creepy cryptic dark disturbing dreamlike enigmatic fucked up gruesome hallucinatory insane paranoid strange surreal weird drama horror
907,3683,Blood Simple (1984),Coen Brothers,crime drama film-noir,1984,coen brothers crime drama film-noir
908,3712,Soapdish (1991),television,comedy,1991,television comedy
909,3723,Hamlet (1990),Shakespeare,drama,1990,shakespeare drama
910,3724,Coming Home (1978),Vietnam,drama war,1978,vietnam drama war
911,3730,"Conversation, The (1974)",spying,drama mystery,1974,spying drama mystery
912,3735,Serpico (1973),police,crime drama,1973,police crime drama
913,3801,Anatomy of a Murder (1959),court,drama mystery,1959,court drama mystery
914,3811,Breaker Morant (1980),court,drama war,1980,court drama war
915,3816,"Official Story, The (La historia oficial) (1985)",missing children,drama,1985,missing children drama
916,3844,Steel Magnolias (1989),diabetes,drama,1989,diabetes drama
917,3849,The Spiral Staircase (1945),disability,horror mystery thriller,1945,disability horror mystery thriller
918,3859,"Eyes of Tammy Faye, The (2000)",In Netflix queue televangelist,documentary,2000,in netflix queue televangelist documentary
919,3877,Supergirl (1984),superhero,action adventure fantasy,1984,superhero action adventure fantasy
920,3910,Dancer in the Dark (2000),blindness factory,drama musical,2000,blindness factory drama musical
921,3932,"Invisible Man, The (1933)",invisibility,horror sci-fi,1933,invisibility horror sci-fi
922,3949,Requiem for a Dream (2000),drug abuse depressing psychology,drama,2000,drug abuse depressing psychology drama
923,3951,Two Family House (2000),In Netflix queue,drama,2000,in netflix queue drama
924,3967,Billy Elliot (2000),ballet,drama,2000,ballet drama
925,3983,You Can Count on Me (2000),family,drama romance,2000,family drama romance
926,3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Dr. Seuss,children comedy fantasy,2000,dr. seuss children comedy fantasy
927,3994,Unbreakable (2000),superhero atmospheric comics father-son relationship mindfuck unique atmospheric somber,drama sci-fi,2000,superhero atmospheric comics father-son relationship mindfuck unique atmospheric somber drama sci-fi
928,3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",china martial arts,action drama romance,2000,china martial arts action drama romance
929,4007,Wall Street (1987),business,drama,1987,business drama
930,4012,Punchline (1988),stand-up comedy,comedy drama,1988,stand-up comedy comedy drama
931,4019,Finding Forrester (2000),writing,drama,2000,writing drama
932,4024,"House of Mirth, The (2000)",Edith Wharton,romance,2000,edith wharton romance
933,4025,Miss Congeniality (2000),pageant,comedy crime,2000,pageant comedy crime
934,4027,"O Brother, Where Art Thou? (2000)",bluegrass,adventure comedy crime,2000,bluegrass adventure comedy crime
935,4029,State and Main (2000),movies,comedy drama,2000,movies comedy drama
936,4046,Friendly Persuasion (1956),Quakers,drama,1956,quakers drama
937,4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",psychopaths,drama thriller,2000,psychopaths drama thriller
938,4105,"Evil Dead, The (1981)",zombies,fantasy horror thriller,1981,zombies fantasy horror thriller
939,4113,"Glass Menagerie, The (1987)",Tennessee Williams,drama,1987,tennessee williams drama
940,4117,Hope and Glory (1987),In Netflix queue,drama,1987,in netflix queue drama
941,4138,My Demon Lover (1987),demons,comedy horror,1987,demons comedy horror
942,4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",death penalty,drama romance,2000,death penalty drama romance
943,4164,"Caveman's Valentine, The (2001)",homeless New York,drama,2001,homeless new york drama
944,4166,Series 7: The Contenders (2001),reality TV,action drama,2001,reality tv action drama
945,4171,Long Night's Journey Into Day (2000),Eugene O'Neill,documentary,2000,eugene o'neill documentary
946,4174,Avalon (1990),In Netflix queue,drama,1990,in netflix queue drama
947,4184,"Bishop's Wife, The (1947)",Christmas,comedy drama romance,1947,christmas comedy drama romance
948,4189,"Greatest Story Ever Told, The (1965)",Bible religion,drama,1965,bible religion drama
949,4190,Elmer Gantry (1960),preacher religion,drama,1960,preacher religion drama
950,4191,Alfie (1966),sexuality,comedy drama romance,1966,sexuality comedy drama romance
951,4194,I Know Where I'm Going! (1945),In Netflix queue,drama romance war,1945,in netflix queue drama romance war
952,4204,Losin' It (1983),virginity,comedy,1983,virginity comedy
953,4210,Manhunter (1986),Hannibal Lecter serial killer,action crime drama horror thriller,1986,hannibal lecter serial killer action crime drama horror thriller
954,4211,Reversal of Fortune (1990),von Bulow,drama,1990,von bulow drama
955,4214,Revenge of the Nerds (1984),college,comedy,1984,college comedy
956,4218,River's Edge (1986),In Netflix queue,crime drama,1986,in netflix queue crime drama
957,4221,Necessary Roughness (1991),football,comedy,1991,football comedy
958,4232,Spy Kids (2001),spying,action adventure children comedy,2001,spying action adventure children comedy
959,4246,Bridget Jones's Diary (2001),singletons,comedy drama romance,2001,singletons comedy drama romance
960,4259,"Luzhin Defence, The (2000)",Nabokov,drama romance,2000,nabokov drama romance
961,4263,Days of Wine and Roses (1962),alcoholism,drama,1962,alcoholism drama
962,4292,Norma Rae (1979),Union,drama,1979,union drama
963,4296,Love Story (1970),death,drama romance,1970,death drama romance
964,4306,Shrek (2001),fairy tales,adventure animation children comedy fantasy romance,2001,fairy tales adventure animation children comedy fantasy romance
965,4312,Himalaya (Himalaya - l'enfance d'un chef) (1999),In Netflix queue,adventure drama,1999,in netflix queue adventure drama
966,4316,Ice Castles (1978),figure skating,drama,1978,figure skating drama
